0,0.1519
0.4,0.1542
0.6,0.1551
0.7,0.1556
0.8,0.1636
0.85,0.1752
0.9,0.1963
0.95,0.243
1,0.3271
1.05,0.3598
1.1,0.3738
1.15,0.3808
1.2,0.3836
1.4,0.3715
1.6,0.3551
1.8,0.335
2,0.3201
2.2,0.3061
2.4,0.2925
2.6,0.2822
2.8,0.2729
3,0.265
3.2,0.2621
3.4,0.2593
3.6,0.257
3.8,0.2556
4,0.2551
4.4,0.2547
4.8,0.2542
5,0.2542
